record_id,country_code,country_name,region,income_level,date,latitude,longitude,population_millions,temperature_celsius,temp_anomaly_celsius,precipitation_mm,heat_wave_days,drought_indicator,extreme_weather_events,pm25_ugm3,air_quality_index,respiratory_disease_rate,cardio_mortality_rate,vector_disease_risk_score,waterborne_disease_incidents,heat_related_admissions,healthcare_access_index,gdp_per_capita_usd,mental_health_index,food_security_index,pollution_index,multi_disease_burden,healthcare_gap,air_quality_level
316,20,21,3,0,2021-01-17,37.09,-95.71,331,7.91,0.66,75.1,0,0,0,45.6,45.0,65.3,44.3,6.5,18.2,15.7,79.2,71250.0,71.1,100.0,2052.0,134.29999999999998,1.6957070707070705,Good
317,20,21,3,0,2021-01-24,37.09,-95.71,331,6.55,0.64,71.0,0,0,0,81.4,121.0,65.5,38.2,4.1,22.3,6.1,83.4,71250.0,69.7,100.0,9849.400000000001,130.1,1.5599520383693044,Unhealthy for Sensitive Groups
318,20,21,3,0,2021-01-31,37.09,-95.71,331,2.95,-0.44,128.2,0,0,0,31.1,39.0,45.7,22.4,0.0,18.0,0.0,83.6,71250.0,65.2,99.4,1212.9,86.1,1.0299043062200957,Good
320,20,21,3,0,2021-02-14,37.09,-95.71,331,5.41,-0.4,111.8,0,0,0,13.0,8.0,49.7,21.2,2.1,22.0,0.0,84.7,71356.0,62.0,96.6,104.0,95.0,1.1216056670602126,Good
323,20,21,3,0,2021-03-07,37.09,-95.71,331,10.78,1.26,57.3,0,0,0,46.5,39.0,64.4,35.1,0.0,20.5,19.6,84.3,71462.0,71.1,98.1,1813.5,120.0,1.4234875444839858,Good
324,20,21,3,0,2021-03-14,37.09,-95.71,331,11.84,0.28,93.3,1,0,1,26.4,71.0,54.7,33.1,3.0,19.6,17.5,82.9,71462.0,66.8,94.3,1874.3999999999999,110.4,1.3317249698431846,Moderate
325,20,21,3,0,2021-03-21,37.09,-95.71,331,12.71,0.45,48.1,0,0,0,101.4,165.0,84.0,34.4,8.3,16.5,16.8,85.9,71462.0,72.9,99.0,16731.0,143.2,1.667054714784633,Unhealthy
328,20,21,3,0,2021-04-11,37.09,-95.71,331,8.59,0.75,147.8,0,0,0,11.4,11.0,50.2,34.3,8.0,19.8,11.1,82.3,71567.0,74.8,95.7,125.4,112.3,1.3645200486026732,Good
333,20,21,3,0,2021-05-16,37.09,-95.71,331,9.41,-0.35,91.0,1,0,1,30.3,33.0,71.9,18.9,1.4,13.7,14.6,81.8,71673.0,61.6,100.0,999.9,105.90000000000002,1.294621026894866,Good
334,20,21,3,0,2021-05-23,37.09,-95.71,331,8.66,0.47,113.1,0,0,0,36.1,62.0,62.4,34.3,2.2,15.5,9.0,81.4,71673.0,68.6,100.0,2238.2000000000003,114.39999999999999,1.4054054054054053,Moderate
335,20,21,3,0,2021-05-30,37.09,-95.71,331,4.83,0.4,141.6,0,0,0,0.1,30.0,54.2,37.2,9.4,23.4,3.6,85.8,71673.0,76.1,100.0,3.0,124.20000000000002,1.4475524475524477,Good
337,20,21,3,0,2021-06-13,37.09,-95.71,331,3.61,0.56,88.7,0,0,0,36.3,58.0,68.1,28.0,7.6,25.8,0.0,84.6,71779.0,71.4,98.2,2105.3999999999996,129.5,1.5307328605200947,Moderate
338,20,21,3,0,2021-06-20,37.09,-95.71,331,2.02,0.94,39.6,0,0,0,46.0,75.0,56.9,30.5,5.7,18.9,0.0,83.4,71779.0,74.3,97.8,3450.0,112.0,1.342925659472422,Moderate
339,20,21,3,0,2021-06-27,37.09,-95.71,331,2.48,-0.29,74.6,0,0,0,32.6,42.0,71.4,27.3,3.0,18.6,0.0,81.5,71779.0,64.1,98.3,1369.2,120.30000000000001,1.476073619631902,Good
340,20,21,3,0,2021-07-04,37.09,-95.71,331,2.19,0.49,82.4,0,0,0,74.2,111.0,90.0,30.2,2.7,21.2,5.7,80.7,71885.0,63.1,98.8,8236.2,144.1,1.785625774473358,Unhealthy for Sensitive Groups
341,20,21,3,0,2021-07-11,37.09,-95.71,331,1.86,0.14,113.8,0,0,0,34.5,72.0,57.2,35.3,5.7,27.2,0.0,80.3,71885.0,64.2,100.0,2484.0,125.4,1.5616438356164384,Moderate
342,20,21,3,0,2021-07-18,37.09,-95.71,331,-0.7,-0.31,103.2,0,0,0,8.0,12.0,49.7,33.7,3.3,20.6,0.0,82.5,71885.0,81.4,98.5,96.0,107.30000000000001,1.3006060606060608,Good
343,20,21,3,0,2021-07-25,37.09,-95.71,331,3.04,-0.16,114.3,0,0,0,26.9,50.0,52.3,22.4,6.2,21.7,0.0,84.3,71885.0,68.5,100.0,1345.0,102.6,1.217081850533808,Good
344,20,21,3,0,2021-08-01,37.09,-95.71,331,-1.92,-0.17,118.4,0,0,0,0.1,1.0,35.4,35.7,5.0,19.4,4.5,81.3,71991.0,67.0,100.0,0.1,95.5,1.1746617466174663,Good
345,20,21,3,0,2021-08-08,37.09,-95.71,331,-2.4,1.45,51.1,0,0,0,15.4,27.0,52.9,39.1,4.6,29.6,0.0,80.1,71991.0,64.6,100.0,415.8,126.19999999999999,1.575530586766542,Good
346,20,21,3,0,2021-08-15,37.09,-95.71,331,-3.16,-0.32,115.5,0,0,0,19.6,40.0,52.7,22.6,5.6,20.5,0.0,85.4,71991.0,56.9,93.6,784.0,101.4,1.1873536299765808,Good
347,20,21,3,0,2021-08-22,37.09,-95.71,331,-5.17,0.23,11.3,0,0,0,76.0,124.0,83.9,35.5,5.8,17.3,0.0,79.4,71991.0,77.4,96.2,9424.0,142.5,1.7947103274559193,Unhealthy for Sensitive Groups
348,20,21,3,0,2021-08-29,37.09,-95.71,331,-2.55,-0.26,17.7,0,0,0,24.7,18.0,54.5,30.0,6.3,16.0,0.0,85.4,71991.0,70.6,92.3,444.59999999999997,106.8,1.2505854800936766,Good
349,20,21,3,0,2021-09-05,37.09,-95.71,331,-1.78,-0.18,31.9,0,0,0,84.7,125.0,81.3,28.6,9.7,21.0,0.0,81.1,72097.0,72.8,97.0,10587.5,140.60000000000002,1.733662145499384,Unhealthy for Sensitive Groups
351,20,21,3,0,2021-09-19,37.09,-95.71,331,-1.77,0.14,5.1,0,0,0,57.7,89.0,66.1,25.3,6.1,18.6,0.0,84.8,72097.0,71.0,96.5,5135.3,116.1,1.3691037735849056,Moderate
353,20,21,3,0,2021-10-03,37.09,-95.71,331,-4.61,-0.27,75.6,0,0,0,30.1,55.0,46.4,32.6,2.1,19.8,0.0,84.0,72203.0,69.0,94.6,1655.5,100.89999999999999,1.2011904761904761,Moderate
354,20,21,3,0,2021-10-10,37.09,-95.71,331,-6.7,-0.07,48.5,0,0,0,84.3,127.0,75.5,33.4,5.2,21.7,0.0,80.0,72203.0,68.4,83.4,10706.1,135.8,1.6975000000000002,Unhealthy for Sensitive Groups
355,20,21,3,0,2021-10-17,37.09,-95.71,331,-2.39,0.12,31.4,0,0,0,82.9,123.0,53.9,23.1,6.3,18.2,0.0,79.8,72203.0,66.3,98.2,10196.7,101.5,1.2719298245614035,Unhealthy for Sensitive Groups
356,20,21,3,0,2021-10-24,37.09,-95.71,331,-5.53,-0.81,31.6,0,0,0,52.4,77.0,87.2,35.1,2.7,8.3,0.0,80.1,72203.0,71.9,95.4,4034.7999999999997,133.3,1.6641697877652937,Moderate
357,20,21,3,0,2021-10-31,37.09,-95.71,331,-0.89,0.01,65.2,0,0,0,23.7,35.0,53.7,26.7,8.5,11.6,0.0,81.5,72203.0,68.2,100.0,829.5,100.5,1.2331288343558282,Good
358,20,21,3,0,2021-11-07,37.09,-95.71,331,-1.79,-0.33,82.7,0,0,0,42.7,44.0,69.6,27.3,0.0,20.2,0.0,82.9,72309.0,76.4,97.9,1878.8000000000002,117.1,1.4125452352231602,Good
359,20,21,3,0,2021-11-14,37.09,-95.71,331,-2.8,0.88,26.7,0,0,0,43.0,85.0,56.4,30.4,5.2,21.9,0.0,76.0,72309.0,75.8,100.0,3655.0,113.9,1.4986842105263158,Moderate
360,20,21,3,0,2021-11-21,37.09,-95.71,331,-3.26,-0.14,69.0,0,0,0,0.0,38.0,55.3,30.0,8.5,30.2,0.0,82.1,72309.0,74.7,100.0,0.0,124.0,1.510353227771011,Good
362,20,21,3,0,2021-12-05,37.09,-95.71,331,-0.11,-0.16,32.3,0,0,0,20.0,37.0,49.2,34.0,8.0,25.4,0.0,81.1,72414.0,72.4,100.0,740.0,116.6,1.437731196054254,Good
363,20,21,3,0,2021-12-12,37.09,-95.71,331,-1.23,0.94,74.0,0,0,0,61.1,79.0,56.1,31.9,4.6,13.2,0.0,84.5,72414.0,61.6,94.1,4826.900000000001,105.8,1.2520710059171598,Moderate
364,20,21,3,0,2021-12-19,37.09,-95.71,331,2.45,-0.06,41.3,0,0,0,26.1,33.0,64.3,34.4,3.5,12.7,0.8,86.5,72414.0,65.9,97.2,861.3000000000001,114.89999999999999,1.3283236994219652,Good
365,20,21,3,0,2021-12-26,37.09,-95.71,331,3.85,0.22,38.4,0,0,0,57.6,102.0,63.5,37.9,8.9,26.8,3.7,83.8,72414.0,72.9,100.0,5875.2,137.10000000000002,1.6360381861575182,Unhealthy for Sensitive Groups
366,20,21,3,0,2022-01-02,37.09,-95.71,331,2.16,-0.08,88.5,0,0,0,10.0,13.0,64.0,18.6,9.6,24.1,0.0,86.2,72520.0,72.7,99.8,130.0,116.29999999999998,1.3491879350348026,Good
367,20,21,3,0,2022-01-09,37.09,-95.71,331,6.09,-0.56,103.8,0,0,0,34.1,52.0,52.9,35.9,8.1,14.8,0.0,83.2,72520.0,68.1,100.0,1773.2,111.69999999999999,1.3425480769230766,Moderate
368,20,21,3,0,2022-01-16,37.09,-95.71,331,7.57,0.54,120.0,0,0,0,44.2,45.0,61.3,38.0,4.8,21.0,8.1,83.4,72520.0,64.9,99.1,1989.0000000000002,125.1,1.4999999999999998,Good
369,20,21,3,0,2022-01-23,37.09,-95.71,331,4.66,0.02,67.2,0,0,0,74.5,107.0,86.9,37.8,4.8,13.5,0.0,86.6,72520.0,62.6,92.9,7971.5,143.0,1.6512702078521941,Unhealthy for Sensitive Groups
370,20,21,3,0,2022-01-30,37.09,-95.71,331,7.07,0.34,33.1,0,0,0,23.4,48.0,59.9,30.9,6.7,26.7,7.5,89.7,72520.0,70.3,100.0,1123.1999999999998,124.2,1.3846153846153846,Good
371,20,21,3,0,2022-02-06,37.09,-95.71,331,3.45,0.48,100.3,0,0,0,54.1,71.0,65.7,36.0,14.3,22.5,0.0,77.1,72626.0,67.9,97.5,3841.1,138.5,1.7963683527885863,Moderate
372,20,21,3,0,2022-02-13,37.09,-95.71,331,7.73,0.51,69.3,0,0,0,72.4,116.0,64.4,31.8,9.8,22.2,10.0,81.0,72626.0,68.8,100.0,8398.400000000001,128.2,1.582716049382716,Unhealthy for Sensitive Groups
373,20,21,3,0,2022-02-20,37.09,-95.71,331,4.84,1.16,115.4,0,0,0,46.9,69.0,56.7,34.9,0.2,29.9,0.0,86.4,72626.0,64.8,97.5,3236.1,121.69999999999999,1.4085648148148147,Moderate
376,20,21,3,0,2022-03-13,37.09,-95.71,331,8.21,0.5,118.4,0,0,0,59.8,84.0,55.2,30.3,0.0,12.3,11.6,82.5,72732.0,71.1,100.0,5023.2,97.8,1.1854545454545453,Moderate
377,20,21,3,0,2022-03-20,37.09,-95.71,331,9.33,0.12,106.0,0,0,0,0.0,9.0,34.4,31.6,5.3,18.7,18.3,79.5,72732.0,71.7,100.0,0.0,90.0,1.1320754716981132,Good
379,20,21,3,0,2022-04-03,37.09,-95.71,331,11.79,-0.46,105.0,0,0,0,36.4,68.0,49.7,23.9,5.2,23.6,20.6,83.7,72838.0,71.2,100.0,2475.2,102.4,1.2234169653524491,Moderate
380,20,21,3,0,2022-04-10,37.09,-95.71,331,11.21,-0.37,120.9,0,0,0,42.0,48.0,86.0,26.5,6.9,18.4,10.8,87.1,72838.0,60.5,100.0,2016.0,137.8,1.582089552238806,Good
381,20,21,3,0,2022-04-17,37.09,-95.71,331,9.13,-0.68,108.8,0,0,0,14.8,33.0,47.6,25.2,5.0,19.2,13.3,83.7,72838.0,72.2,100.0,488.40000000000003,97.0,1.1589008363201911,Good
384,20,21,3,0,2022-05-08,37.09,-95.71,331,9.38,0.55,141.5,0,0,0,6.9,2.0,40.6,34.0,9.1,13.5,3.0,76.5,72944.0,75.5,100.0,13.8,97.19999999999999,1.2705882352941176,Good
385,20,21,3,0,2022-05-15,37.09,-95.71,331,9.65,0.26,85.6,0,0,0,8.0,7.0,54.5,26.7,10.2,15.3,13.6,77.0,72944.0,72.8,96.8,56.0,106.7,1.3857142857142857,Good
386,20,21,3,0,2022-05-22,37.09,-95.71,331,7.17,0.66,95.6,0,0,0,19.7,43.0,52.6,30.8,5.4,22.4,20.8,81.0,72944.0,74.1,100.0,847.1,111.20000000000002,1.3728395061728398,Good
387,20,21,3,0,2022-05-29,37.09,-95.71,331,5.2,0.18,105.0,0,0,0,12.0,15.0,57.6,32.7,6.5,20.0,2.4,87.8,72944.0,67.4,93.8,180.0,116.80000000000001,1.3302961275626426,Good
388,20,21,3,0,2022-06-05,37.09,-95.71,331,6.45,0.04,69.8,0,0,0,119.4,163.0,81.5,32.3,6.8,23.3,16.4,81.7,73050.0,72.5,94.5,19462.2,143.9,1.7613219094247246,Unhealthy
389,20,21,3,0,2022-06-12,37.09,-95.71,331,6.15,1.18,51.2,0,0,0,79.8,122.0,82.3,35.4,2.5,22.3,10.1,80.7,73050.0,74.9,99.7,9735.6,142.5,1.7657992565055762,Unhealthy for Sensitive Groups
390,20,21,3,0,2022-06-19,37.09,-95.71,331,1.49,0.56,101.3,0,0,0,15.6,15.0,50.0,25.4,2.5,12.8,0.0,88.6,73050.0,66.3,91.6,234.0,90.7,1.023702031602709,Good
391,20,21,3,0,2022-06-26,37.09,-95.71,331,6.16,-0.24,92.0,0,0,0,52.0,96.0,57.4,34.3,3.4,11.8,10.4,78.9,73050.0,76.5,100.0,4992.0,106.89999999999999,1.3548795944233205,Moderate
392,20,21,3,0,2022-07-03,37.09,-95.71,331,4.09,-0.05,102.5,0,0,0,2.7,15.0,43.1,30.1,3.1,21.8,7.8,83.7,73156.0,73.0,100.0,40.5,98.1,1.172043010752688,Good
393,20,21,3,0,2022-07-10,37.09,-95.71,331,-0.7,0.83,56.0,0,0,0,71.6,131.0,76.0,26.7,2.2,25.1,0.0,84.6,73156.0,70.4,100.0,9379.599999999999,130.0,1.5366430260047281,Unhealthy for Sensitive Groups
394,20,21,3,0,2022-07-17,37.09,-95.71,331,1.35,0.05,60.1,0,0,0,69.4,112.0,68.3,35.6,4.6,14.2,0.0,86.2,73156.0,65.1,98.4,7772.800000000001,122.7,1.4234338747099768,Unhealthy for Sensitive Groups
395,20,21,3,0,2022-07-24,37.09,-95.71,331,-1.73,0.25,45.2,0,0,0,44.5,44.0,61.1,30.3,6.6,19.6,0.0,83.1,73156.0,75.4,100.0,1958.0,117.6,1.4151624548736463,Good
396,20,21,3,0,2022-07-31,37.09,-95.71,331,-1.01,-0.11,67.1,0,0,0,58.5,62.0,62.2,28.2,5.8,24.5,0.0,80.1,73156.0,67.5,97.2,3627.0,120.7,1.5068664169787767,Moderate
397,20,21,3,0,2022-08-07,37.09,-95.71,331,-2.5,0.54,24.9,0,0,0,65.7,114.0,60.7,34.0,4.9,17.7,0.0,85.9,73261.0,73.1,81.8,7489.8,117.30000000000001,1.3655413271245636,Unhealthy for Sensitive Groups
398,20,21,3,0,2022-08-14,37.09,-95.71,331,-4.37,0.36,63.4,0,0,0,79.2,122.0,65.5,23.8,4.0,8.7,0.0,82.6,73261.0,68.5,96.3,9662.4,102.0,1.234866828087167,Unhealthy for Sensitive Groups
399,20,21,3,0,2022-08-21,37.09,-95.71,331,-3.68,-0.01,0.0,0,0,0,27.6,34.0,74.2,23.7,1.6,13.0,0.0,90.2,73261.0,72.2,100.0,938.4000000000001,112.5,1.2472283813747227,Good
400,20,21,3,0,2022-08-28,37.09,-95.71,331,-8.29,0.46,29.8,0,0,0,70.5,90.0,78.0,31.5,5.1,14.1,0.0,83.6,73261.0,64.8,94.4,6345.0,128.7,1.5394736842105263,Moderate
401,20,21,3,0,2022-09-04,37.09,-95.71,331,-4.98,-0.49,109.5,0,0,0,10.0,31.0,38.2,29.8,4.2,15.4,0.0,79.9,73367.0,70.3,95.7,310.0,87.60000000000001,1.0963704630788487,Good
402,20,21,3,0,2022-09-11,37.09,-95.71,331,-7.79,0.31,4.7,0,0,0,37.8,57.0,46.0,37.3,4.4,24.1,0.0,85.1,73367.0,67.4,95.9,2154.6,111.80000000000001,1.3137485311398358,Moderate
403,20,21,3,0,2022-09-18,37.09,-95.71,331,-6.33,0.48,29.5,0,0,0,4.7,8.0,47.4,17.0,7.3,17.6,0.0,78.5,73367.0,62.7,97.6,37.6,89.30000000000001,1.137579617834395,Good
404,20,21,3,0,2022-09-25,37.09,-95.71,331,-3.47,0.36,51.0,0,0,0,0.0,8.0,43.0,27.1,3.8,12.9,0.0,82.1,73367.0,73.8,100.0,0.0,86.8,1.0572472594397078,Good
405,20,21,3,0,2022-10-02,37.09,-95.71,331,-1.1,0.73,37.0,0,0,0,40.6,81.0,72.2,26.6,8.3,17.7,0.0,82.5,73473.0,60.1,98.4,3288.6,124.80000000000001,1.512727272727273,Moderate
406,20,21,3,0,2022-10-09,37.09,-95.71,331,-1.84,0.64,22.9,0,0,0,47.2,73.0,79.3,35.1,3.9,16.0,0.0,82.4,73473.0,78.2,98.8,3445.6000000000004,134.3,1.6298543689320388,Moderate
407,20,21,3,0,2022-10-16,37.09,-95.71,331,-5.79,0.71,100.2,0,0,0,51.2,78.0,65.7,21.6,7.2,19.2,0.0,81.3,73473.0,66.4,97.8,3993.6000000000004,113.70000000000002,1.3985239852398526,Moderate
408,20,21,3,0,2022-10-23,37.09,-95.71,331,-2.47,-0.03,105.4,0,0,0,49.7,55.0,63.6,26.6,0.0,26.5,0.0,78.3,73473.0,72.7,100.0,2733.5,116.7,1.4904214559386975,Moderate
409,20,21,3,0,2022-10-30,37.09,-95.71,331,-5.07,0.58,13.4,0,0,0,0.0,12.0,42.2,41.9,7.6,17.2,0.0,83.8,73473.0,67.9,100.0,0.0,108.89999999999999,1.299522673031026,Good
410,20,21,3,0,2022-11-06,37.09,-95.71,331,-4.42,-0.18,84.3,0,0,0,58.5,54.0,60.9,25.2,3.1,22.8,0.0,84.1,73579.0,63.1,97.8,3159.0,111.99999999999999,1.3317479191438764,Moderate
411,20,21,3,0,2022-11-13,37.09,-95.71,331,-3.42,-0.16,60.5,0,0,0,88.4,139.0,89.5,26.3,5.0,18.4,0.0,84.4,73579.0,72.2,95.2,12287.6,139.2,1.649289099526066,Unhealthy for Sensitive Groups
412,20,21,3,0,2022-11-20,37.09,-95.71,331,-5.54,-0.51,118.1,0,0,0,23.6,46.0,74.1,15.9,8.4,21.7,0.0,80.3,73579.0,64.1,100.0,1085.6000000000001,120.10000000000001,1.4956413449564137,Good
413,20,21,3,0,2022-11-27,37.09,-95.71,331,0.59,0.14,81.0,0,0,0,45.0,40.0,32.3,31.8,4.2,20.5,0.0,81.1,73579.0,80.1,100.0,1800.0,88.8,1.094944512946979,Good
414,20,21,3,0,2022-12-04,37.09,-95.71,331,-0.01,-0.05,64.9,0,0,0,16.6,25.0,50.2,24.1,10.9,13.1,0.0,78.7,73685.0,66.0,100.0,415.00000000000006,98.30000000000001,1.2490470139771284,Good
416,20,21,3,0,2022-12-18,37.09,-95.71,331,-0.64,0.74,80.7,0,0,0,7.8,22.0,57.2,32.1,9.9,15.4,0.0,78.3,73685.0,73.8,100.0,171.6,114.60000000000002,1.4636015325670502,Good
417,20,21,3,0,2022-12-25,37.09,-95.71,331,2.45,-0.05,101.6,0,0,0,43.5,67.0,52.6,28.6,7.9,14.6,0.0,82.2,73685.0,65.3,93.8,2914.5,103.7,1.2615571776155718,Moderate
418,20,21,3,0,2023-01-01,37.09,-95.71,331,3.39,1.16,67.0,0,0,0,45.3,49.0,69.7,37.8,9.5,24.1,3.1,82.2,73791.0,67.6,100.0,2219.7,141.1,1.71654501216545,Good
419,20,21,3,0,2023-01-08,37.09,-95.71,331,5.91,0.57,76.6,0,0,0,8.1,32.0,58.3,31.3,6.6,18.9,12.9,87.3,73791.0,60.4,97.8,259.2,115.1,1.3184421534936999,Good
420,20,21,3,0,2023-01-15,37.09,-95.71,331,6.08,1.05,53.6,0,0,0,76.1,129.0,56.0,33.8,4.7,10.4,5.3,83.2,73791.0,74.4,97.8,9816.9,104.9,1.2608173076923077,Unhealthy for Sensitive Groups
421,20,21,3,0,2023-01-22,37.09,-95.71,331,6.36,0.16,73.6,0,0,0,61.7,69.0,68.6,37.7,3.7,14.9,10.9,82.6,73791.0,70.8,100.0,4257.3,124.9,1.5121065375302665,Moderate
422,20,21,3,0,2023-01-29,37.09,-95.71,331,1.96,0.75,161.3,0,0,0,0.0,0.0,51.8,40.5,6.1,16.0,0.0,82.6,73791.0,68.3,94.7,0.0,114.39999999999999,1.3849878934624698,
423,20,21,3,0,2023-02-05,37.09,-95.71,331,6.43,-0.58,140.9,0,0,0,19.4,10.0,54.1,27.4,0.0,20.2,2.1,81.3,73897.0,78.6,100.0,194.0,101.7,1.2509225092250924,Good
424,20,21,3,0,2023-02-12,37.09,-95.71,331,6.81,0.11,125.4,0,0,0,34.3,48.0,60.9,27.5,4.0,8.1,13.0,88.2,73897.0,71.5,95.9,1646.3999999999999,100.5,1.1394557823129252,Good
425,20,21,3,0,2023-02-19,37.09,-95.71,331,9.15,-0.35,136.0,0,0,0,42.7,70.0,66.0,27.1,6.2,17.1,16.0,77.6,73897.0,66.9,100.0,2989.0,116.4,1.5000000000000002,Moderate
426,20,21,3,0,2023-02-26,37.09,-95.71,331,8.82,0.45,82.2,0,0,0,32.4,30.0,37.6,31.1,5.4,18.2,11.4,81.9,73897.0,70.2,100.0,972.0,92.30000000000001,1.126984126984127,Good
427,20,21,3,0,2023-03-05,37.09,-95.71,331,8.9,0.02,133.1,0,0,0,68.7,84.0,75.8,45.6,5.8,19.1,12.0,78.8,74002.0,72.5,100.0,5770.8,146.3,1.8565989847715738,Moderate
428,20,21,3,0,2023-03-12,37.09,-95.71,331,10.38,-0.97,111.3,1,0,1,0.0,8.0,61.7,23.3,0.0,19.8,20.3,88.4,74002.0,68.6,96.1,0.0,104.8,1.18552036199095,Good
430,20,21,3,0,2023-03-26,37.09,-95.71,331,8.32,0.5,121.3,0,0,0,33.1,79.0,42.4,33.0,0.1,6.0,12.6,82.2,74002.0,70.7,98.3,2614.9,81.5,0.9914841849148418,Moderate
434,20,21,3,0,2023-04-23,37.09,-95.71,331,8.15,-0.56,173.2,0,0,0,23.9,55.0,38.5,29.3,2.3,21.6,6.3,75.1,74108.0,77.9,95.2,1314.5,91.69999999999999,1.2210386151797603,Moderate
435,20,21,3,0,2023-04-30,37.09,-95.71,331,8.38,0.04,147.7,1,0,1,0.0,21.0,50.2,30.9,5.7,14.8,14.6,78.4,74108.0,71.2,95.3,0.0,101.6,1.2959183673469385,Good
436,20,21,3,0,2023-05-07,37.09,-95.71,331,11.9,0.41,165.7,0,0,0,29.3,29.0,42.3,29.8,7.9,19.9,11.4,77.4,74214.0,67.6,99.0,849.7,99.9,1.2906976744186047,Good
437,20,21,3,0,2023-05-14,37.09,-95.71,331,10.27,0.05,67.9,0,0,0,10.2,22.0,63.1,22.4,8.2,18.7,20.5,82.0,74214.0,69.6,87.1,224.39999999999998,112.4,1.3707317073170733,Good
438,20,21,3,0,2023-05-21,37.09,-95.71,331,10.28,-0.28,94.6,0,0,0,0.0,1.0,42.2,37.5,5.3,20.8,14.5,79.4,74214.0,70.5,91.5,0.0,105.8,1.3324937027707808,Good
439,20,21,3,0,2023-05-28,37.09,-95.71,331,9.57,0.27,90.4,1,0,1,54.1,84.0,57.6,32.3,6.8,23.5,13.6,80.8,74214.0,70.8,95.3,4544.400000000001,120.2,1.4876237623762376,Moderate
440,20,21,3,0,2023-06-04,37.09,-95.71,331,8.25,0.54,77.9,0,0,0,47.0,36.0,80.8,34.9,8.7,10.6,17.2,84.8,74320.0,81.2,93.1,1692.0,135.0,1.5919811320754718,Good
441,20,21,3,0,2023-06-11,37.09,-95.71,331,5.68,-0.6,108.6,0,0,0,59.1,80.0,79.4,18.7,0.5,19.2,6.0,84.1,74320.0,66.4,100.0,4728.0,117.80000000000001,1.4007134363852558,Moderate
442,20,21,3,0,2023-06-18,37.09,-95.71,331,6.47,0.11,107.3,0,0,0,27.4,72.0,50.1,41.1,5.1,11.6,14.3,86.2,74320.0,70.6,100.0,1972.8,107.89999999999999,1.2517401392111367,Moderate
443,20,21,3,0,2023-06-25,37.09,-95.71,331,4.49,-0.13,113.7,0,0,0,37.3,66.0,39.6,31.6,3.1,26.8,6.6,79.5,74320.0,71.2,100.0,2461.7999999999997,101.1,1.271698113207547,Moderate
444,20,21,3,0,2023-07-02,37.09,-95.71,331,6.1,1.17,91.4,0,0,0,81.5,114.0,66.5,36.0,6.3,16.5,9.4,84.0,74426.0,71.5,94.8,9291.0,125.3,1.4916666666666667,Unhealthy for Sensitive Groups
445,20,21,3,0,2023-07-09,37.09,-95.71,331,3.61,0.26,109.4,0,0,0,7.7,19.0,40.6,25.7,3.1,13.8,0.0,81.5,74426.0,68.9,100.0,146.3,83.19999999999999,1.0208588957055214,Good
446,20,21,3,0,2023-07-16,37.09,-95.71,331,-2.23,0.74,45.0,0,0,0,49.5,81.0,66.9,39.2,6.4,14.2,0.9,85.4,74426.0,71.0,99.0,4009.5,126.70000000000002,1.4836065573770494,Moderate
447,20,21,3,0,2023-07-23,37.09,-95.71,331,0.52,0.37,140.3,0,0,0,25.1,33.0,58.7,37.2,0.5,8.7,0.0,84.0,74426.0,61.8,97.6,828.3000000000001,105.10000000000001,1.2511904761904762,Good
448,20,21,3,0,2023-07-30,37.09,-95.71,331,-2.63,-0.54,63.2,0,0,0,68.9,78.0,78.9,31.4,7.9,24.6,0.3,81.2,74426.0,68.2,100.0,5374.200000000001,142.8,1.7586206896551726,Moderate
449,20,21,3,0,2023-08-06,37.09,-95.71,331,-1.67,0.94,16.7,0,0,0,35.1,64.0,64.4,40.6,2.9,23.5,0.0,87.1,74532.0,78.8,100.0,2246.4,131.4,1.508610792192882,Moderate
450,20,21,3,0,2023-08-13,37.09,-95.71,331,-1.46,1.33,71.4,0,0,0,23.0,34.0,64.5,40.8,1.6,13.0,0.0,82.9,74532.0,72.7,100.0,782.0,119.89999999999999,1.4463208685162845,Good
451,20,21,3,0,2023-08-20,37.09,-95.71,331,-4.77,1.04,17.7,0,0,0,89.0,113.0,90.1,43.0,6.0,24.6,0.0,81.6,74532.0,69.5,98.1,10057.0,163.7,2.0061274509803924,Unhealthy for Sensitive Groups
452,20,21,3,0,2023-08-27,37.09,-95.71,331,-6.79,0.31,45.7,0,0,0,69.5,106.0,69.2,27.2,5.2,22.2,0.0,80.3,74532.0,70.4,100.0,7367.0,123.80000000000001,1.5417185554171857,Unhealthy for Sensitive Groups
453,20,21,3,0,2023-09-03,37.09,-95.71,331,-5.36,0.29,10.5,0,0,0,66.7,95.0,51.3,25.6,6.1,14.2,0.0,80.2,74638.0,65.2,100.0,6336.5,97.2,1.2119700748129676,Moderate
454,20,21,3,0,2023-09-10,37.09,-95.71,331,-3.8,-0.59,28.9,0,0,0,68.0,97.0,69.3,27.8,2.7,19.6,0.0,87.0,74638.0,66.1,100.0,6596.0,119.4,1.3724137931034484,Moderate
455,20,21,3,0,2023-09-17,37.09,-95.71,331,-6.49,-0.55,50.2,0,0,0,36.3,82.0,61.2,23.2,1.6,24.0,0.0,81.0,74638.0,70.2,100.0,2976.6,110.0,1.3580246913580247,Moderate
